"ID","Submitted_Name","Order","Family","Genus","Species","Infrasp","Infraspecies","Authors","Status","LCVP_Accepted_Taxon","PL_Comparison","PL_Alternative","Score","Insertion","Deletion","Substitution"
1,"Hibiscus vitifolius","Malvales","Malvaceae","Hibiscus","vitifolius","species"," ","L.","valid","Hibiscus vitifolius L.","identical","","matched",0,0,0
